Job_Number,Jobs_Gross_Margin_Percentage,Jobs_Gross_Margin,Labor_Pay,Labor_Burden,Material_Costs,PO_Costs,Labor,Equipment_Costs,Jobs_Total,Materials__Equip__POs_As_percent_of_Sales,Labor_Burden_as_percent_of_Sales,Labor_Pay_as_percent_of_Sales,Sold_Hours,Total_Hours_Worked,Total_Technician_Paid_Time,NonBillable_Hours,Jobs_Total_Costs,Is_Lead,Opportunity,Warranty,Recall,Converted,Jobs_Subtotal,Pricebook_Price,Income,Estimates,Jobs_Estimate_Sales_Subtotal,Jobs_Estimate_Sales_Installed,Materials__Equipment__PO_Costs,Lead Generated From Source
63273679,0.5989,162.31,73.35,35.34,0,0,321,0,271,0,0,0,0.5,0.58,1.87,0.08,108.69,0,1,0,0,1,271,431.91,271,0,0,0,0,Marketed Lead
63275826,0.6123,1016.26,164.42,152.48,35.33,291.16,1833.65,0,1858.65,16.54,7.72,8.33,4.5,2.52,2.72,-1.98,643.39,0,1,0,0,1,1858.65,2720.11,1659.65,3,1974,1974,326.49,Marketed Lead
64513808,0.4934,186.62,91.76,99.87,0,0,378.25,0,378.25,0,26.4,24.26,1,1.75,2.18,0.75,191.63,0,1,0,0,1,378.25,602.75,378.25,3,378.25,378.25,0,Marketed Lead
64519517,0.4619,1943.63,262.69,304.37,225.09,1471.72,4207.5,0,4207.5,40.33,7.23,6.24,5,5.33,6.25,0.33,2263.87,0,1,0,0,1,4207.5,5304.61,4207.5,2,4207.5,4207.5,1696.81,Marketed Lead
64531424,0,-219.31,113.73,105.58,0,0,0,0,0,0,0,0,2,1.85,2.95,-0.15,219.31,0,0,0,1,0,0,0,0,1,0,0,0,Marketed Lead
64531451,0,-79.75,43.41,36.34,0,0,139,0,139,0,26.14,31.23,0,0.72,1.13,0.72,79.75,0,0,0,0,0,139,0,0,4,139,139,0,Marketed Lead
64535802,0.5189,703.22,238.87,250.16,162.99,0,1455.23,0,1455.23,9.5,14.58,13.93,3.5,4.38,5.68,0.88,652.01,0,1,0,0,1,1455.23,1345.9,1355.23,6,1715.23,1455.23,162.99,Marketed Lead
63810831,0,-10.55,7.7,2.85,0,0,0,0,0,0,0,0,0,0.05,0.18,0.05,10.55,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
63810992,0,-61.13,38.3,22.83,0,0,199,0,199,0,11.47,19.25,0,0.4,1,0.4,61.13,0,1,0,0,1,199,0,0,2,199,199,0,Marketed Lead
63811092,0.4831,249.23,139.75,92.26,34.66,0,515.9,0,515.9,6.72,17.88,27.09,1.25,1.62,2.22,0.37,266.67,0,1,0,0,1,515.9,821.72,515.9,4,515.9,515.9,34.66,Marketed Lead
63813264,0,-76.62,67.8,8.82,0,0,0,0,0,0,0,0,0,1.28,1.88,1.28,76.62,0,0,0,0,0,0,0,0,2,0,0,0,Marketed Lead
63833545,-0.8043,-40.01,53.62,36.14,0,0,0,0,0,0,0,0,0,0.63,1.4,0.63,89.76,0,0,0,0,0,0,0,49.75,2,0,0,0,Marketed Lead
63849071,0.3335,40.02,47.64,32.34,0,0,120,0,120,0,0,0,0.25,0.57,1.13,0.32,79.98,0,1,0,0,0,120,161,120,4,0,0,0,Marketed Lead
64547927,0,-31.97,26.26,5.71,0,0,0,0,0,0,0,0,0,0.1,0.42,0.1,31.97,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
64562567,-2.0824,-103.6,79.16,74.19,0,0,0,0,0,0,0,0,0,1.3,1.88,1.3,153.35,0,0,0,0,0,0,0,49.75,4,0,0,0,Marketed Lead
64562944,0.5941,605.83,156.21,171.21,86.44,0,1119.69,0,1119.69,7.72,15.29,13.95,3.25,3,3.72,-0.25,413.86,0,1,0,0,1,1119.69,1810.49,1019.69,3,1119.69,1119.69,86.44,Marketed Lead
63348447,0.4191,244.45,150.65,175.97,12.18,0,832.25,0,782.25,1.56,22.49,19.26,2,3.08,3.93,1.08,338.8,0,1,0,0,1,782.25,1010.4,583.25,2,782.25,782.25,12.18,Marketed Lead
63353556,0.4761,122.22,70.75,63.73,0,0,356.7,0,356.7,0,17.87,19.83,0.75,1.12,1.68,0.37,134.48,0,1,0,0,1,356.7,409.34,256.7,3,356.7,356.7,0,Marketed Lead
63382861,0.7187,910.19,123.29,96.07,0,136.85,1266.4,0,1266.4,10.81,7.59,9.74,4.75,1.68,2.93,-3.07,356.21,0,1,0,0,1,1266.4,2847.58,1266.4,1,1266.4,1266.4,136.85,Marketed Lead
63426756,0.8556,128.33,0,21.67,0,0,150,0,150,0,0,0,0.75,0.37,0.98,-0.38,21.67,0,1,0,0,0,150,150,150,2,0,0,0,Marketed Lead
64607423,0,-243.07,69.52,36,137.55,0,0,0,0,0,0,0,2,0.6,1.68,-1.4,243.07,0,1,0,0,0,0,0,0,0,0,0,137.55,Marketed Lead
64611712,-1.7402,-85.27,101.93,32.34,0,0,49,0,49,0,0,0,0,0.57,1.62,0.57,134.27,0,1,0,0,0,49,99,49,4,0,0,0,Marketed Lead
64613709,-0.6446,-90.4,165.97,64.68,0,0,140.25,0,140.25,0,46.12,118.34,0.25,1.13,4.33,0.88,230.65,0,1,0,0,0,140.25,223.01,140.25,3,140.25,140.25,0,Marketed Lead
63428960,0.5477,458.52,152.71,176.92,48.99,0,837.14,0,837.14,5.85,21.13,18.24,2.75,3.1,3.63,0.35,378.62,0,1,0,0,1,837.14,1208.45,837.14,3,837.14,837.14,48.99,Marketed Lead
63430982,0,-167.94,82.98,83.7,1.26,0,139,0,139,0.9,60.22,59.7,0,1.47,2.17,1.47,167.94,0,1,0,0,0,139,0,0,3,139,139,1.26,Marketed Lead
63431243,0.4436,1158.15,193.33,234.94,202.45,95.88,2660.5,725.76,2610.5,38.49,8.83,7.27,8,4.12,4.6,-3.88,1452.35,0,1,0,0,1,2610.5,3146,2610.5,3,2660.5,2660.5,1024.09,Marketed Lead
63432404,0.3016,153.53,174.42,174.06,6.99,0,559,0,509,1.37,34.2,34.27,1,3.05,3.7,2.05,355.47,0,1,0,0,1,509,756.13,509,2,509,509,6.99,Marketed Lead
64617994,-1.9245,-79.87,59.54,61.83,0,0,0,0,0,0,0,0,0.5,1.08,1.42,0.58,121.37,0,0,0,0,0,0,266,41.5,2,0,0,0,Marketed Lead
64632461,-1.5591,-64.7,56.74,49.46,0,0,0,0,0,0,0,0,0.5,0.87,1.35,0.37,106.2,0,0,0,0,0,0,266,41.5,1,0,0,0,Marketed Lead
64632670,0.2794,302.73,219.58,274,99.37,187.82,1222.5,0,1222.5,23.49,22.41,17.96,2,4.57,5.32,2.57,780.77,0,1,0,0,1,1222.5,1619.16,1083.5,3,1222.5,653,287.19,Marketed Lead
64635040,0.3854,525.83,121.83,146.43,21.99,548.17,1613.25,0,1613.25,35.34,9.08,7.55,2.75,2.42,3.1,-0.33,838.42,0,1,0,0,1,1613.25,2290.28,1364.25,3,1613.25,1613.25,570.16,Marketed Lead
64649071,0.8696,402.85,24.26,36.14,0,0,463.25,0,463.25,0,0,0,1,0.63,0.63,-0.37,60.4,0,1,0,0,1,463.25,737.3,463.25,2,0,0,0,Marketed Lead
63473123,0,-59.7,32.43,27.27,0,0,0,0,0,0,0,0,2,0.45,0.8,-1.55,59.7,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
63474852,0.1942,32.82,81.96,54.22,0,0,169,0,169,0,32.08,48.5,0.25,0.95,1.95,0.7,136.18,0,1,0,0,1,169,260,169,1,169,169,0,Marketed Lead
63475531,0.3637,68.83,68.11,52.31,0,0,189.25,0,189.25,0,0,0,0.25,0.92,1.77,0.67,120.42,0,1,0,0,1,189.25,322.01,189.25,0,0,0,0,Marketed Lead
63860292,0.3298,306.28,162.15,152.19,0,308,1067.62,0,1067.62,0,0,0,3.5,2.67,3.32,-0.83,622.34,0,1,0,0,1,1067.62,1330.01,928.62,1,0,0,308,Marketed Lead
63862357,0.3687,62.3,68.65,38.05,0,0,169,0,169,0,22.51,40.62,0.25,0.67,1.63,0.42,106.7,0,1,0,0,1,169,260,169,1,169,169,0,Marketed Lead
63894102,0.5009,196.36,91.76,100.82,3.05,0,391.99,0,391.99,0.78,25.72,23.41,0.75,1.77,2.18,1.02,195.63,0,1,0,0,1,391.99,593.55,391.99,6,391.99,391.99,3.05,Marketed Lead
63547095,0,-130.97,67.24,63.73,0,0,0,0,0,0,0,0,0.5,1.12,1.6,0.62,130.97,0,1,0,0,0,0,0,0,4,0,0,0,Marketed Lead
63601743,0.5414,425.23,125.39,145.53,89.25,0,785.4,0,785.4,11.36,18.53,15.97,1.75,2.55,2.98,0.8,360.17,0,1,0,0,1,785.4,1250.24,785.4,3,785.4,785.4,89.25,Marketed Lead
63652808,0,-310.92,128.3,182.62,0,0,199,0,199,0,91.77,64.47,0,3.2,3.35,2.88,310.92,0,1,0,0,1,199,0,0,2,199,199,0,Marketed Lead
63684964,0.0948,51.96,175.54,215.91,0,104.84,548.25,0,548.25,19.12,39.38,32.02,2,3.78,4.58,1.78,496.29,0,1,0,0,1,548.25,875.85,548.25,3,548.25,548.25,104.84,Marketed Lead
63689426,0.7256,299.14,0,68.94,44.18,0,412.25,0,412.25,10.72,16.72,0,0.75,1.17,1.52,0.42,113.11,0,1,0,0,1,412.25,655.57,412.25,1,412.25,412.25,44.18,Marketed Lead
21-0166010,0.6752,106.01,39.02,11.97,0,0,157,0,157,0,7.62,24.85,0.5,0.58,1.02,0.08,50.99,0,1,0,0,1,157,352.73,157,1,157,157,0,Marketed Lead
63900118,-0.275,-226.75,311.52,426.12,136.79,176.82,963.5,0,963.5,32.55,44.23,32.33,1.5,7.47,7.92,5,1051.25,0,1,0,0,1,963.5,1143.81,824.5,2,963.5,963.5,313.61,Marketed Lead
63900886,0,-102.85,65.75,37.1,0,0,0,0,0,0,0,0,0,0.65,1.72,0.65,102.85,0,1,0,0,0,0,99,0,4,0,0,0,Marketed Lead
63937990,0,-396.19,35.37,6.06,0,354.76,0,0,0,0,0,0,2,0.1,0.9,-1.9,396.19,0,0,1,0,0,0,0,0,0,0,0,354.76,Marketed Lead
63964619,0.5552,332.59,80.43,119.85,0,66.13,599,0,599,11.04,20.01,13.43,2,2.1,2.1,0.1,266.41,0,1,0,0,1,599,852.22,599,1,599,599,66.13,Marketed Lead
63984225,0,-98.09,58.14,39.95,0,0,0,0,0,0,0,0,0,0.7,1.38,0.7,98.09,0,0,0,0,0,0,0,0,3,0,0,0,Marketed Lead
64026223,0.7748,1406.67,154.11,151.24,37.09,66.44,1815.55,0,1815.55,5.7,8.33,8.49,3.75,2.65,3.67,-1.1,408.88,0,1,0,0,1,1815.55,2380.2,1815.55,2,1815.55,1815.55,103.53,Marketed Lead
64026823,0,-200.43,103.41,97.02,0,0,0,0,0,0,0,0,0,1.7,2.7,1.7,200.43,0,0,0,0,0,0,0,0,1,0,0,0,Marketed Lead
64043846,0.5509,453.87,149.06,108.43,112.44,0,873.8,0,823.8,12.88,12.42,17.08,1.25,1.9,2.87,0.65,369.93,0,1,0,0,1,823.8,1388.17,823.8,1,872.8,823.8,112.44,Marketed Lead
64057800,0,-426.31,183.76,242.55,0,0,0,0,0,0,0,0,2,4.25,4.77,2,426.31,0,0,0,1,0,0,0,0,1,0,0,0,Marketed Lead
64063566,0.7443,1491.63,221.35,166.45,124.56,0,2503.99,0,2003.99,6.22,8.31,11.05,4.25,2.92,5.27,-1.33,512.36,0,1,0,0,1,2003.99,2474.35,2003.99,3,2003.99,2003.99,124.56,Marketed Lead
64073426,-0.272,-38.14,78.52,99.87,0,0,140.25,0,140.25,0,71.21,55.99,0.25,1.75,2.05,1.5,178.39,0,1,0,0,0,140.25,223.01,140.25,2,140.25,140.25,0,Marketed Lead
64087459,0.6926,286.22,79.86,33.45,0,13.72,463.25,0,413.25,3.32,8.09,19.32,1,1.62,1.9,0.62,127.03,0,1,0,0,1,413.25,737.3,413.25,1,413.25,413.25,13.72,Marketed Lead
63692298,0.1697,8.32,37.83,2.85,0,0,49,0,49,0,5.82,77.2,0,0.05,0.9,0.05,40.68,0,1,0,0,0,49,99,49,1,49,49,0,Marketed Lead
63705545,0,-149.04,80.56,68.48,0,0,0,0,0,0,0,0,0,1.2,1.92,1.2,149.04,0,1,0,0,0,0,0,0,2,0,0,0,Marketed Lead
63712072,0.3751,80.27,68.1,65.63,0,0,214,0,214,0,0,0,0.25,1.15,1.77,0.9,133.73,0,1,0,0,1,214,322.01,214,0,0,0,0,Marketed Lead
63788612,0,-448.09,217.67,164.55,65.87,0,0,0,0,10.41,26,34.39,0,2.88,4.08,2.88,448.09,0,0,0,0,0,0,0,0,2,633,0,65.87,Marketed Lead
63791177,0.7349,1818.08,350.96,279.92,25.04,0,2474,0,2474,1.08,12.04,15.1,5.75,4.72,6.85,-1.03,655.92,0,1,0,0,1,2474,3176.49,2474,3,2324,2324,25.04,Marketed Lead
63791813,0,-369.2,79.15,290.05,0,0,0,0,0,0,0,0,2,4.97,5.93,2.97,369.2,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
63811719,0,-110.26,56.04,54.22,0,0,0,0,0,0,0,0,0,0.95,1.33,0.95,110.26,0,0,0,0,0,0,0,0,0,0,0,0,Marketed Lead
21-0165930,0.6962,321.62,91.47,48.91,0,0,462,0,462,0,0,0,1.5,2.38,4.97,0.88,140.38,0,1,0,0,1,462,1157.19,462,1,0,0,0,Marketed Lead
63811912,0.2434,174.85,157.67,315.51,70.22,0,718.25,0,718.25,0,0,0,1,5.57,7.73,4.47,543.4,0,1,0,1,1,718.25,1140.95,718.25,0,0,0,70.22,Marketed Lead
63813998,0,-153.27,77.88,70.39,5,0,0,0,0,0,0,0,0,1.23,2.03,1.23,153.27,0,0,0,0,0,0,0,0,3,0,0,5,Marketed Lead
63818185,0.2519,1083.2,931.97,1020.55,628.53,635.5,4299.75,0,4299.75,8.85,7.14,6.52,9.25,22.2,24.62,12.3,3216.55,0,1,0,0,1,4299.75,7617.73,4299.75,2,14289,14289,1264.03,Marketed Lead
63821018,0,-72.22,37.03,35.19,0,0,0,0,0,0,0,0,2,0.62,0.97,-1.38,72.22,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
21-0166078,0,-203.25,67.8,36.31,99.14,0,0,0,0,0,0,0,0,1.77,2.52,1.77,203.25,0,1,0,0,0,0,0,0,2,0,0,99.14,Marketed Lead
21-0166095,0.8152,286.15,51.17,13.68,0,0,351,0,351,0,0,0,0.75,0.67,0.67,-0.08,64.85,0,1,0,0,1,351,546,351,0,0,0,0,Marketed Lead
21-0166110,0.8408,1097.99,120.3,54.14,33.47,0,1305.9,0,1305.9,2.56,4.15,9.21,2.5,2.62,3.02,0.12,207.91,0,1,0,0,1,1305.9,2301.38,1305.9,1,1305.9,1305.9,33.47,Marketed Lead
21-0166144,0,-55.44,48.19,7.25,0,0,0,0,0,0,0,0,0,0.35,1.25,0.35,55.44,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
21-0166146,0,-82.41,123.62,57.93,-99.14,0,0,0,0,0,0,0,0,2.8,3.1,2.8,82.41,0,0,1,0,0,0,0,0,1,0,0,-99.14,Marketed Lead
64649107,0,-65.17,26.17,39,0,0,0,0,0,0,0,0,2,0.68,0.68,-1.32,65.17,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
64651118,0.4978,845.82,215.44,239.69,137.06,260.98,1749,0,1699,22.76,13.7,12.32,4.75,4.2,4.9,-0.55,853.18,0,1,0,0,1,1699,2746.64,1699,3,1749,1749,398.04,Marketed Lead
64657563,0.7596,554.53,0,122.12,0.19,53.16,688.5,0,688.5,7.75,17.74,0,3.25,2.07,2.08,-1.18,175.47,0,1,0,0,1,688.5,1094.86,730,2,688.5,688.5,53.35,Marketed Lead
64661282,0.3124,112.71,161.14,78.79,8.1,0,360.74,0,360.74,2.25,21.84,44.67,1.5,1.33,3.77,-0.17,248.03,0,1,0,0,1,360.74,495.09,360.74,5,360.74,360.74,8.1,Marketed Lead
64691396,0.5329,650.77,171.62,174.06,0,224.7,1321.15,0,1321.15,17.01,13.18,12.99,2.25,3.05,4.08,0.8,570.38,0,1,0,0,1,1321.15,1963.44,1221.15,3,1321.15,1321.15,224.7,Marketed Lead
64692255,0.5198,1011.9,377.22,309,248.68,0,2046.8,0,1946.8,12.77,15.87,19.38,2.25,5.15,5.98,2.9,934.9,0,1,0,0,1,1946.8,3248.96,1946.8,5,1946.8,1946.8,248.68,Marketed Lead
64707731,-0.5414,-91.49,122.57,137.92,0,0,169,0,169,0,0,0,0.25,2.42,3.12,2.17,260.49,0,1,0,0,1,169,260,169,4,0,0,0,Marketed Lead
64727553,0.2828,210.4,272.14,240,21.46,0,744,0,744,2.88,32.26,36.58,1,4,4.53,3,533.6,0,1,0,0,1,744,918.24,744,1,744,744,21.46,Marketed Lead
64734148,0.8203,470.85,54.64,48.51,0,0,574,0,574,0,8.45,9.52,1.25,0.85,1.3,-0.4,103.15,0,1,0,0,1,574,810.39,574,2,574,574,0,Marketed Lead
64738894,0.0966,14.48,98.42,37.1,0,0,150,0,150,0,0,0,0.75,0.65,1.97,-0.1,135.52,0,1,0,0,1,150,150,150,0,0,0,0,Marketed Lead
64115399,0,-127.42,79.86,47.56,0,0,0,0,0,0,0,0,0.5,0.83,1.38,0.33,127.42,0,1,0,0,0,0,0,0,4,0,0,0,Marketed Lead
64117700,0,-125.65,61.92,63.73,0,0,0,0,0,0,0,0,2,1.12,1.62,-0.88,125.65,0,1,0,0,0,0,0,0,3,0,0,0,Marketed Lead
64119161,0.3707,644.57,390.18,287.25,416.65,0,1838.65,0,1838.65,22.66,15.62,21.22,4.75,5.03,5.63,0.28,1094.08,0,1,0,0,1,1838.65,2848.93,1738.65,4,1838.65,1838.65,416.65,Marketed Lead
64119654,-0.84,-138.82,192.78,111.29,0,0,140.25,0,165.25,0,67.34,116.66,0.25,1.95,2.52,1.67,304.07,0,1,0,0,1,165.25,223.01,165.25,3,165.25,165.25,0,Marketed Lead
64120522,0.5653,111.94,49.74,34.24,2.08,0,198,0,198,1.05,17.29,25.12,0.5,0.6,1.18,0.1,86.06,0,1,0,0,1,198,315.5,198,1,198,198,2.08,Marketed Lead
21-0166178,0.7266,251.39,71.01,23.6,0,0,346,0,346,0,0,0,1,1.15,1.85,0.15,94.61,0,1,0,0,1,346,385,346,0,0,0,0,Marketed Lead
27208129,0.8611,1566.63,129.85,58.14,64.78,0,1869.4,0,1819.4,3.56,3.2,7.14,6,2.83,3.62,-3.17,252.77,0,1,0,0,1,1819.4,3060.79,1819.4,1,1819.4,1819.4,64.78,Marketed Lead
27339289,0.7441,215.05,60.4,13.55,0,0,289,0,289,0,0,0,0.75,0.65,1.57,-0.1,73.95,0,1,0,0,1,289,453,289,1,0,0,0,Marketed Lead
27339319,0.8451,852.72,0,156.29,0,0,1009,0,1009,0,0,0,3,7.55,8.8,4.55,156.29,0,1,0,0,1,1009,1515,1009,1,0,0,0,Marketed Lead
27681627,0,-159.28,123.05,36.23,0,0,0,0,0,0,0,0,0,1.75,2.67,1.75,159.28,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
28392239,0.9306,496.01,0,36.57,0.42,0,533,0,533,0,0,0,1.75,1.77,2.15,0.02,36.99,0,1,0,0,1,533,830.88,533,0,0,0,0.42,Marketed Lead
39520622,0.915,505.08,0,46.92,0,0,552,0,552,0,8.5,0,0.75,2.27,3.8,1.52,46.92,0,1,0,0,1,552,780,552,3,552,0,0,Marketed Lead
39521556,0.8031,705.56,110.02,50.27,12.65,0,878.5,0,878.5,1.91,7.59,16.6,0.75,2.45,2.87,1.7,172.94,0,1,0,0,1,878.5,926.32,878.5,1,662.77,100,12.65,Marketed Lead
43523356,0.7301,791.63,174.62,67.37,0,50.68,1084.3,0,1084.3,4.04,5.37,13.92,2.75,3.28,4.55,0.53,292.67,0,1,0,0,1,1084.3,1573.65,1084.3,1,1254.8,1254.8,50.68,Marketed Lead
63835883,0,-94.9,45.96,43.94,5,0,139,0,139,3.6,31.61,33.06,0,0.87,1.2,0.87,94.9,0,1,0,0,1,139,0,0,4,139,139,5,Marketed Lead
63858629,-189.8083,-189.81,86.18,104.63,0,0,0,0,0,0,0,0,0,1.83,2.25,1.83,190.81,0,0,0,0,0,0,0,1,3,0,0,0,Marketed Lead
63864270,0.6098,164.64,79.16,26.2,0,0,270,0,270,0,9.7,29.32,1,0.52,1.03,-0.48,105.36,0,1,0,0,1,270,311,270,5,270,270,0,Marketed Lead
63878878,0.5323,1327.09,492.46,635,0,38.45,2493,0,2493,1.54,25.47,19.75,4.25,10.58,11.72,6.33,1165.91,0,1,0,0,1,2493,3404.4,2493,3,2493,2493,38.45,Marketed Lead
63882079,0,-168.17,121.88,46.29,0,0,0,0,0,0,0,0,0,0.78,2.9,0.78,168.17,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
63894118,0.7671,1261.92,139.4,165.45,16.21,62,1694.98,0,1644.98,4.61,9.76,8.22,3,2.8,3.32,-0.2,383.06,0,1,0,0,1,1644.98,2300.02,1644.98,3,1694.98,1694.98,78.21,Marketed Lead
63896544,-0.7443,-36.47,58.84,26.63,0,0,298,0,298,0,8.94,19.74,0,0.47,1.4,0.47,85.47,0,1,0,0,1,298,99,49,3,298,298,0,Marketed Lead
63906011,0,-141.73,73.25,68.48,0,0,0,0,0,0,0,0,2,1.2,1.9,-0.8,141.73,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
63922630,0.4691,135.18,84.06,65,3.91,0,288.15,0,288.15,1.36,22.56,29.17,0.5,1.1,2,0.6,152.97,0,1,0,0,1,288.15,458.12,288.15,2,288.15,288.15,3.91,Marketed Lead
64120772,0.6116,781.62,107.88,148.38,0,240.12,1278,0,1278,18.79,11.61,8.44,3,2.6,2.82,-0.4,496.38,0,1,0,0,1,1278,1676.72,1278,4,1278,1278,240.12,Marketed Lead
64363047,0.9235,362.02,24.6,5.38,0,0,442,0,392,0,1.37,6.28,1,0.78,0.68,-0.32,29.98,0,1,0,0,1,392,627.78,392,2,392,392,0,Marketed Lead
64363304,0,-150.06,77.06,73,0,0,0,0,0,0,0,0,0.5,1.22,1.83,0.72,150.06,0,0,0,0,0,0,0,0,3,0,0,0,Marketed Lead
43523373,0.8552,616.58,57.57,23.26,23.6,0,721,0,721,3.27,3.23,7.98,0.75,1.13,1.38,0.38,104.42,0,1,0,0,1,721,690,721,2,721,721,23.6,Marketed Lead
43526817,0,-23.37,19.92,3.45,0,0,0,0,0,0,0,0,0,0.17,0.52,0.17,23.37,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
43956625,0.5523,174.53,105.59,35.88,0,0,316,0,316,0,0,0,0.5,1.73,2.57,1.23,141.47,0,1,0,0,1,316,260,316,0,0,0,0,Marketed Lead
43978419,0.7648,340.02,63.97,18.81,21.8,0,444.6,0,444.6,4.9,4.23,14.39,1.25,0.92,1.67,-0.33,104.58,0,1,0,0,1,444.6,669.68,444.6,1,444.6,444.6,21.8,Marketed Lead
43983669,0.7617,170.62,39.02,14.36,0,0,224,0,224,0,0,0,0.5,0.7,1.02,0.2,53.38,0,1,0,0,1,224,451.73,224,0,0,0,0,Marketed Lead
63970505,0.4536,76.66,78.6,13.74,0,0,169,0,169,0,8.13,46.51,0.25,2,2.18,1.75,92.34,0,1,0,0,1,169,260,169,1,169,169,0,Marketed Lead
63974613,0.596,291,79.16,78.95,39.14,0,488.25,0,488.25,14.86,29.97,30.05,2.25,1.38,1.88,-0.87,197.25,1,1,0,0,1,488.25,1020.62,488.25,2,263.4,263.4,39.14,Service
63976571,0.0997,13.99,58.73,67.53,0,0,140.25,0,140.25,0,48.15,41.88,0.25,1.18,1.53,0.93,126.26,0,1,0,0,0,140.25,223.01,140.25,4,140.25,140.25,0,Marketed Lead
63989964,0.3647,51.16,59.55,29.55,0,0,140.25,0,140.25,0,21.07,42.46,0.25,0.5,1.42,0.25,89.1,0,1,0,0,0,140.25,223.01,140.25,1,140.25,140.25,0,Marketed Lead
64364701,0,-48.64,31.52,17.12,0,0,0,0,0,0,0,0,0,0.3,0.75,0.3,48.64,0,0,0,0,0,0,0,0,1,0,0,0,Marketed Lead
64365076,-0.0597,-13.66,110.33,115.23,16.66,0,228.56,0,228.56,7.29,50.41,48.27,1,1.95,2.57,0.95,242.22,0,1,0,0,1,228.56,350.8,228.56,2,228.56,228.56,16.66,Marketed Lead
64365973,0.7647,196.29,48.34,12.07,0,0,256.7,0,256.7,0,4.7,18.83,0.75,0.58,1.15,-0.17,60.41,0,1,0,0,1,256.7,409.34,256.7,1,256.7,256.7,0,Marketed Lead
64740164,0,-804.43,377.58,356.18,0,70.67,0,0,0,0,0,0,4,7.93,10.4,3.93,804.43,0,1,0,0,0,0,0,0,0,0,0,70.67,Marketed Lead
64740564,0.513,1559.22,359.02,199.52,153.08,43,3288.6,725.76,3288.6,28.03,6.07,10.92,9.25,4.38,5.42,-4.87,1480.38,0,1,0,0,1,3288.6,3690.37,3039.6,3,3288.6,3288.6,921.84,Marketed Lead
64741498,0.643,1188.81,416.58,157.53,85.83,0,1948.75,0,1948.75,4.76,8.74,23.1,4.5,2.2,5.3,-1.9,659.94,0,1,0,0,1,1948.75,3119.38,1848.75,2,1803.4,1311.25,85.83,Marketed Lead
64751821,0.6635,2197.93,199.64,234.94,301.27,378.67,3312.45,0,3312.45,20.53,7.09,6.03,6,4.12,4.75,-1.88,1114.52,0,1,0,0,1,3312.45,5767.94,3312.45,3,3312.45,3312.45,679.94,Marketed Lead
44296057,0.8304,1277.4,161.2,74.66,24.94,0,1538.2,0,1538.2,0,0,0,2.25,3.63,4.2,1.38,260.8,0,1,0,0,1,1538.2,2206,1538.2,4,0,0,24.94,Marketed Lead
44332406,0,-58.28,42.41,15.87,0,0,0,0,0,0,0,0,0,0.77,1.1,0.77,58.28,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
21-0166107,0.4667,250.6,180.12,74.14,32.14,0,537,0,537,5.99,13.81,33.54,2.5,3.58,4.52,1.08,286.4,0,1,0,0,1,537,830.76,537,1,537,537,32.14,Marketed Lead
21-0166132,0,-178.75,148.4,30.35,0,0,0,0,0,0,0,0,0,1.48,1.93,1.47,178.75,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
21-0166139,0.7398,322.56,81.24,32.2,0,0,436,0,436,0,0,0,0,1.57,2.12,1.57,113.44,0,1,0,0,1,436,509.87,436,0,0,0,0,Marketed Lead
44351860,0,-344.08,219.21,91.57,33.3,0,0,0,0,0,0,0,0,4.58,5.92,4.58,344.08,0,1,0,0,0,0,0,0,0,0,0,33.3,Marketed Lead
44355470,0.6964,362.35,100.43,41.04,16.48,0,520.3,0,520.3,3.17,7.89,19.3,1.25,2,2.62,0.75,157.95,0,1,0,0,1,520.3,676.4,520.3,2,520.3,520.3,16.48,Marketed Lead
44420865,0.6128,30.02,0,18.98,0,0,49,0,49,0,0,0,0,0.92,2.05,0.92,18.98,0,1,0,0,0,49,99,49,1,0,0,0,Marketed Lead
44424109,-0.0489,-5.59,103.35,14.75,1.79,0,114.3,0,114.3,0,0,0,0,2.12,2.65,2.12,119.89,0,1,0,0,1,114.3,0,114.3,0,0,0,1.79,Marketed Lead
44428689,0.28,13.72,28.78,6.5,0,0,49,0,49,0,0,0,0,0.32,0.75,0.32,35.28,0,1,0,0,0,49,99,49,1,0,0,0,Marketed Lead
64029072,-0.1601,-19.21,84.06,55.15,0,0,120,0,120,0,45.96,70.05,0.25,0.93,2,0.68,139.21,0,1,0,0,0,120,161,120,1,120,120,0,Marketed Lead
64033059,0.6742,429.23,79.86,77.04,13.99,36.53,636.65,0,636.65,7.94,12.1,12.54,1.5,1.35,1.9,-0.15,207.42,0,1,0,0,1,636.65,1013.78,636.65,4,636.65,636.65,50.52,Marketed Lead
